customer_id,email,country,created_at
95.0,user95@example.com,CZ,2024-02-10 08:13:00
96.0,user96@example.com,IT,2024-01-31 08:25:00
97.0,user97@example.com,UA,2024-03-26 20:19:00
98.0,user98@example.com,NL,2024-02-10 02:00:00
99.0,user99@example.com,NL,2024-03-20 18:06:00
100.0,user100@example.com,DE,2024-03-09 06:32:00
101.0,user101@example.com,FR,2024-01-17 11:56:00
102.0,user102@example.com,DE,2024-02-01 11:18:00
103.0,user103@example.com,UA,2024-02-26 17:45:00
104.0,user104@example.com,FR,2024-03-19 20:33:00
105.0,user105@example.com,US,2024-03-26 17:19:00
106.0,user106@example.com,DE,2024-01-18 08:07:00
107.0,user107@example.com,DE,2024-03-11 04:17:00
108.0,user108@example.com,FR,2024-03-18 06:45:00
109.0,user109@example.com,IT,2024-01-27 21:40:00
110.0,user110@example.com,FR,2024-03-05 15:16:00
111.0,user111@example.com,US,2024-01-12 20:27:00
112.0,user112@example.com,FR,2024-01-06 00:21:00
113.0,user113@example.com,UA,2024-03-22 08:10:00
114.0,user114@example.com,NL,2024-03-11 22:27:00
115.0,user115@example.com,CZ,2024-01-02 03:04:00
116.0,user116@example.com,UA,2024-03-10 01:53:00
117.0,user117@example.com,IT,2024-03-15 17:09:00
118.0,user118@example.com,ES,2024-01-17 01:19:00
119.0,user119@example.com,IT,2024-01-06 11:13:00
120.0,user120@example.com,PL,2024-03-26 03:22:00
121.0,user121@example.com,CZ,2024-02-22 19:47:00
122.0,user122@example.com,UA,2024-01-31 05:51:00
123.0,user123@example.com,UA,2024-02-22 00:11:00
124.0,user124@example.com,IT,2024-02-22 21:55:00
125.0,user125@example.com,PL,2024-02-04 05:50:00
126.0,user126@example.com,DE,2024-02-18 01:54:00
127.0,user127@example.com,NL,2024-01-29 06:52:00
128.0,user128@example.com,NL,2024-02-14 09:52:00
129.0,user129@example.com,PL,2024-01-29 00:42:00
130.0,user130@example.com,PL,2024-02-21 10:17:00
131.0,user131@example.com,DE,2024-02-05 11:41:00
132.0,user132@example.com,CZ,2024-02-21 21:53:00
133.0,user133@example.com,CZ,2024-02-12 00:07:00
134.0,user134@example.com,FR,2024-01-23 18:16:00
135.0,user135@example.com,US,2024-01-14 19:27:00
136.0,user136@example.com,IT,2024-02-10 13:38:00
137.0,user137@example.com,CZ,2024-01-15 12:57:00
138.0,user138@example.com,SE,2024-01-25 08:02:00
139.0,user139@example.com,ES,2024-01-01 16:59:00
140.0,user140@example.com,CZ,2024-03-28 23:47:00
141.0,user141@example.com,PL,2024-02-16 13:04:00
142.0,user142@example.com,IT,2024-03-20 10:42:00
143.0,user143@example.com,DE,2024-02-08 16:19:00
144.0,user144@example.com,ES,2024-02-11 12:44:00
145.0,user145@example.com,FR,2024-03-11 04:12:00
146.0,user146@example.com,ES,2024-03-26 12:43:00
147.0,user147@example.com,UA,2024-03-19 18:19:00
148.0,user148@example.com,ES,2024-03-11 00:19:00
149.0,user149@example.com,FR,2024-01-27 13:50:00
150.0,user150@example.com,SE,2024-03-18 20:20:00
151.0,user151@example.com,NL,2024-02-26 14:43:00
152.0,user152@example.com,PL,2024-03-06 15:50:00
153.0,user153@example.com,UA,2024-03-25 02:18:00
154.0,user154@example.com,CZ,2024-03-25 20:39:00
155.0,user155@example.com,IT,2024-01-12 07:43:00
156.0,user156@example.com,FR,2024-01-29 06:09:00
157.0,user157@example.com,US,2024-01-06 07:30:00
158.0,user158@example.com,SE,2024-01-10 14:26:00
159.0,user159@example.com,SE,2024-01-25 22:44:00
160.0,user160@example.com,ES,2024-03-04 12:15:00
161.0,user161@example.com,UA,2024-03-24 22:00:00
162.0,user162@example.com,DE,2024-02-24 07:11:00
163.0,user163@example.com,CZ,2024-02-29 01:35:00
164.0,user164@example.com,PL,2024-01-16 14:08:00
165.0,user165@example.com,NL,2024-03-26 16:35:00
166.0,user166@example.com,SE,2024-02-10 14:39:00
167.0,user167@example.com,CZ,2024-02-24 17:28:00
168.0,user168@example.com,UA,2024-03-01 14:16:00
169.0,user169@example.com,PL,2024-03-22 08:49:00
170.0,user170@example.com,CZ,2024-03-03 20:15:00
171.0,user171@example.com,FR,2024-02-26 02:45:00
172.0,user172@example.com,FR,2024-01-31 08:21:00
173.0,user173@example.com,IT,2024-03-10 02:08:00
174.0,user174@example.com,UA,2024-01-30 12:44:00
175.0,user175@example.com,UA,2024-03-31 06:04:00
176.0,user176@example.com,ES,2024-02-22 10:34:00
177.0,user177@example.com,NL,2024-02-23 01:13:00
178.0,user178@example.com,ES,2024-02-19 18:44:00
179.0,user179@example.com,US,2024-03-14 12:30:00
180.0,user180@example.com,US,2024-02-15 09:48:00
181.0,user181@example.com,ES,2024-02-23 17:47:00
182.0,user182@example.com,CZ,2024-03-18 07:31:00
183.0,user183@example.com,PL,2024-02-04 13:31:00
184.0,user184@example.com,US,2024-02-19 10:42:00
185.0,user185@example.com,ES,2024-01-22 14:58:00
186.0,user186@example.com,UA,2024-03-20 17:01:00
187.0,user187@example.com,ES,2024-03-16 18:42:00
188.0,user188@example.com,US,2024-01-11 20:27:00
189.0,user189@example.com,UA,2024-02-29 05:03:00
190.0,user190@example.com,FR,2024-02-18 10:13:00
191.0,user191@example.com,NL,2024-02-11 10:48:00
192.0,user192@example.com,ES,2024-02-05 13:16:00
193.0,user193@example.com,DE,2024-03-01 00:47:00
194.0,user194@example.com,CZ,2024-01-07 11:14:00
195.0,user195@example.com,DE,2024-03-24 01:48:00
196.0,user196@example.com,US,2024-02-01 06:53:00
197.0,user197@example.com,US,2024-03-20 04:15:00
198.0,user198@example.com,UA,2024-03-01 21:07:00
199.0,user199@example.com,SE,2024-01-28 14:44:00
200.0,user200@example.com,FR,2024-02-17 05:38:00
201.0,user201@example.com,SE,2024-01-15 05:19:00
202.0,user202@example.com,DE,2024-03-15 00:59:00
203.0,user203@example.com,FR,2024-03-14 21:58:00
204.0,user204@example.com,ES,2024-02-20 22:12:00
205.0,user205@example.com,DE,2024-03-16 22:53:00
206.0,user206@example.com,PL,2024-01-14 22:49:00
207.0,user207@example.com,FR,2024-03-28 19:51:00
208.0,user208@example.com,DE,2024-03-13 01:22:00
209.0,user209@example.com,CZ,2024-02-24 21:23:00
210.0,user210@example.com,DE,2024-03-05 20:21:00
211.0,user211@example.com,US,2024-02-23 15:06:00
212.0,user212@example.com,ES,2024-02-16 20:57:00
213.0,user213@example.com,NL,2024-03-31 04:27:00
214.0,user214@example.com,UA,2024-03-07 20:17:00
215.0,user215@example.com,SE,2024-03-09 15:29:00
216.0,user216@example.com,ES,2024-03-16 08:20:00
217.0,user217@example.com,PL,2024-01-12 08:56:00
218.0,user218@example.com,NL,2024-02-01 14:36:00
219.0,user219@example.com,SE,2024-03-26 12:21:00
220.0,user220@example.com,US,2024-03-04 10:11:00
221.0,user221@example.com,NL,2024-01-28 11:51:00
222.0,user222@example.com,FR,2024-02-13 08:56:00
223.0,user223@example.com,SE,2024-03-30 08:35:00
224.0,user224@example.com,US,2024-03-07 06:05:00
225.0,user225@example.com,PL,2024-02-22 15:35:00
226.0,user226@example.com,PL,2024-03-29 15:41:00
227.0,user227@example.com,NL,2024-02-27 00:05:00
228.0,user228@example.com,FR,2024-01-29 12:44:00
229.0,user229@example.com,PL,2024-02-09 21:37:00
230.0,user230@example.com,IT,2024-03-01 17:33:00
231.0,user231@example.com,IT,2024-02-24 23:35:00
232.0,user232@example.com,IT,2024-02-15 22:29:00
233.0,user233@example.com,FR,2024-02-09 08:14:00
234.0,user234@example.com,DE,2024-01-25 10:07:00
235.0,user235@example.com,CZ,2024-03-29 05:12:00
236.0,user236@example.com,PL,2024-03-02 08:46:00
237.0,user237@example.com,SE,2024-03-08 19:18:00
238.0,user238@example.com,DE,2024-01-25 09:14:00
239.0,user239@example.com,IT,2024-01-23 09:00:00
240.0,user240@example.com,CZ,2024-01-17 08:02:00
241.0,user241@example.com,US,2024-03-11 09:44:00
242.0,user242@example.com,UA,2024-03-22 15:06:00
243.0,user243@example.com,US,2024-03-14 09:30:00
244.0,user244@example.com,NL,2024-02-26 10:11:00
245.0,user245@example.com,US,2024-02-02 15:07:00
246.0,user246@example.com,DE,2024-02-21 15:04:00
247.0,user247@example.com,SE,2024-03-21 21:03:00
248.0,user248@example.com,UA,2024-01-20 18:19:00
249.0,user249@example.com,DE,2024-02-01 03:35:00
250.0,user250@example.com,ES,2024-03-18 19:50:00
251.0,user251@example.com,SE,2024-01-29 16:24:00
252.0,user252@example.com,NL,2024-02-26 09:55:00
253.0,user253@example.com,SE,2024-02-24 09:36:00
254.0,user254@example.com,SE,2024-01-08 19:47:00
255.0,user255@example.com,DE,2024-01-27 20:13:00
256.0,user256@example.com,FR,2024-03-25 02:10:00
257.0,user257@example.com,PL,2024-01-23 17:04:00
258.0,user258@example.com,UA,2024-01-01 13:28:00
259.0,user259@example.com,SE,2024-03-01 09:02:00
260.0,user260@example.com,PL,2024-02-06 22:18:00
261.0,user261@example.com,NL,2024-01-10 21:14:00
262.0,user262@example.com,FR,2024-03-21 18:42:00
263.0,user263@example.com,PL,2024-02-24 03:34:00
264.0,user264@example.com,PL,2024-03-23 04:58:00
265.0,user265@example.com,FR,2024-01-19 02:03:00
266.0,user266@example.com,UA,2024-02-09 19:47:00
267.0,user267@example.com,SE,2024-02-06 14:07:00
268.0,user268@example.com,NL,2024-03-29 09:44:00
269.0,user269@example.com,ES,2024-02-04 16:34:00
270.0,user270@example.com,NL,2024-02-26 02:38:00
271.0,user271@example.com,US,2024-02-25 23:20:00
272.0,user272@example.com,SE,2024-02-02 00:05:00
273.0,user273@example.com,PL,2024-03-27 18:37:00
274.0,user274@example.com,US,2024-03-27 08:36:00
275.0,user275@example.com,US,2024-01-23 15:33:00
276.0,user276@example.com,NL,2024-02-05 05:37:00
277.0,user277@example.com,ES,2024-03-22 15:05:00
278.0,user278@example.com,NL,2024-02-14 13:21:00
279.0,user279@example.com,IT,2024-03-26 03:54:00
280.0,user280@example.com,UA,2024-02-12 13:44:00
281.0,user281@example.com,NL,2024-02-06 21:25:00
282.0,user282@example.com,CZ,2024-01-05 14:05:00
283.0,user283@example.com,IT,2024-02-02 10:07:00
284.0,user284@example.com,ES,2024-03-06 00:42:00
285.0,user285@example.com,CZ,2024-02-29 13:03:00
286.0,user286@example.com,PL,2024-03-07 11:39:00
287.0,user287@example.com,NL,2024-03-21 14:48:00
288.0,user288@example.com,US,2024-01-27 08:35:00
289.0,user289@example.com,UA,2024-02-06 14:56:00
290.0,user290@example.com,NL,2024-01-16 00:40:00
291.0,user291@example.com,SE,2024-01-31 22:10:00
292.0,user292@example.com,FR,2024-03-11 00:35:00
293.0,user293@example.com,ES,2024-01-12 07:53:00
294.0,user294@example.com,DE,2024-02-29 03:41:00
295.0,user295@example.com,UA,2024-03-04 22:18:00
296.0,user296@example.com,CZ,2024-03-31 08:26:00
297.0,user297@example.com,NL,2024-03-01 07:29:00
298.0,user298@example.com,CZ,2024-01-19 12:12:00
299.0,user299@example.com,SE,2024-03-06 23:56:00
300.0,user300@example.com,UA,2024-01-09 08:49:00
301.0,user301@example.com,ES,2024-02-13 16:17:00
302.0,user302@example.com,US,2024-02-06 23:19:00
303.0,user303@example.com,SE,2024-03-15 21:31:00
304.0,user304@example.com,UA,2024-02-27 17:30:00
305.0,user305@example.com,IT,2024-02-12 17:48:00
306.0,user306@example.com,CZ,2024-02-18 14:59:00
307.0,user307@example.com,IT,2024-01-25 22:15:00
308.0,user308@example.com,SE,2024-02-19 07:54:00
309.0,user309@example.com,ES,2024-01-06 10:47:00
310.0,user310@example.com,NL,2024-03-31 12:24:00
311.0,user311@example.com,UA,2024-03-04 01:08:00
312.0,user312@example.com,CZ,2024-03-16 10:55:00
313.0,user313@example.com,DE,2024-02-26 03:33:00
314.0,user314@example.com,NL,2024-01-02 23:09:00
315.0,user315@example.com,ES,2024-03-24 04:04:00
316.0,user316@example.com,NL,2024-02-03 10:39:00
317.0,user317@example.com,ES,2024-03-24 02:54:00
318.0,user318@example.com,IT,2024-03-27 17:24:00
319.0,user319@example.com,IT,2024-03-21 22:56:00
320.0,user320@example.com,NL,2024-03-10 01:39:00
321.0,user321@example.com,DE,2024-01-31 20:43:00
322.0,user322@example.com,FR,2024-01-30 23:05:00
323.0,user323@example.com,ES,2024-01-13 20:45:00
324.0,user324@example.com,DE,2024-02-26 05:44:00
325.0,user325@example.com,FR,2024-01-04 01:20:00
326.0,user326@example.com,US,2024-02-07 11:23:00
327.0,user327@example.com,ES,2024-01-19 07:33:00
328.0,user328@example.com,ES,2024-03-13 21:50:00
329.0,user329@example.com,UA,2024-01-22 05:05:00
330.0,user330@example.com,SE,2024-02-18 19:43:00
331.0,user331@example.com,PL,2024-03-04 18:09:00
332.0,user332@example.com,PL,2024-02-29 20:16:00
333.0,user333@example.com,NL,2024-02-02 21:00:00
334.0,user334@example.com,NL,2024-02-06 21:34:00
335.0,user335@example.com,UA,2024-01-10 14:22:00
336.0,user336@example.com,SE,2024-02-08 20:27:00
337.0,user337@example.com,FR,2024-02-28 09:12:00
338.0,user338@example.com,ES,2024-03-02 03:15:00
339.0,user339@example.com,ES,2024-03-14 11:36:00
340.0,user340@example.com,FR,2024-03-30 09:01:00
341.0,user341@example.com,ES,2024-02-05 00:36:00
342.0,user342@example.com,US,2024-03-18 23:31:00
343.0,user343@example.com,FR,2024-01-30 19:51:00
344.0,user344@example.com,IT,2024-01-29 20:12:00
345.0,user345@example.com,SE,2024-02-02 21:48:00
346.0,user346@example.com,UA,2024-03-21 03:57:00
347.0,user347@example.com,US,2024-02-09 14:02:00
348.0,user348@example.com,SE,2024-02-16 23:08:00
349.0,user349@example.com,DE,2024-02-07 10:47:00
350.0,user350@example.com,ES,2024-01-23 06:08:00
3.0,duplicate_user3@example.com,UA,2024-01-03 09:15:00
25.0,bad-email-format,PL,2024-01-05 16:45:00
51.0,,DE,2024-01-10 10:00:00
351.0,,US,2024-01-11 14:00:00
352.0,invalid_email,FR,2024-01-12 09:00:00
353.0,user353@example.com,IT,invalid_date
,missing.id@example.com,US,2024-01-14 12:00:00
